Wavelength,400 nm,442 nm,500 nm,550 nm,600 nm,650 nm,700 nm,Large chequerboard (white),Large chequerboard (black),Printer paper (white),Printer paper (toner),dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5 (.05 D),neutral 8 (.23 D),neutral 6.5 (.44 D),neutral 5 (.70 D),neutral 3.5 (1.05 D),black 2 (1.5 D),Small chequerboard (white),Small chequerboard (black)
350,0.012006,0.202521,0.030923,0.0362735,0.026981,0.010054,0.004401,0.132278,0.0537855,0.378116,0.051132,0.056402,0.11599,0.100236,0.052475,0.092889,0.108385,0.07396,0.086177,0.094526,0.067565,0.080742,0.092309,0.0814,0.065907,0.069753,0.099984,0.095642,0.09757,0.169593,0.125857,0.096412,0.089113,0.054498,0.038676,0.102575,0.043243
351,0.006814,0.198581,0.029542,0.042121,0.02757,0.004919,0.002351,0.1265765,0.0528445,0.367785,0.047265,0.056057,0.114395,0.099399,0.050933,0.093365,0.105279,0.072413,0.086316,0.092461,0.0634,0.077644,0.089291,0.079579,0.06617,0.068659,0.10086,0.095702,0.099515,0.163845,0.124269,0.094184,0.087011,0.055061,0.037388,0.0953795,0.040845
352,0.002598,0.195544,0.028295,0.0445115,0.025354,0.005265,0.004721,0.122744,0.0528085,0.362227,0.043924,0.058463,0.115914,0.099594,0.051555,0.091968,0.106265,0.072805,0.08849,0.092655,0.064981,0.078364,0.08975,0.080916,0.068676,0.068875,0.099757,0.095675,0.102353,0.160785,0.121955,0.094801,0.087593,0.056175,0.039113,0.09221,0.040556
353,0.000385,0.194261,0.027017,0.043441,0.021129,0.008694,0.009492,0.1201105,0.0534295,0.359881,0.041739,0.06175,0.118606,0.100079,0.052906,0.089676,0.109122,0.073747,0.091045,0.093712,0.069425,0.080876,0.091599,0.083647,0.071391,0.069511,0.097212,0.095081,0.104592,0.159282,0.119204,0.096493,0.089451,0.057324,0.041811,0.091326,0.0417015
354,0.007001,0.200602,0.025028,0.0377035,0.017781,0.00313,0.007838,0.1168565,0.0544255,0.356326,0.044175,0.058849,0.115559,0.097785,0.049142,0.089634,0.106503,0.069585,0.087241,0.090386,0.067099,0.078427,0.08673,0.081596,0.065556,0.066959,0.09372,0.090854,0.099201,0.155581,0.116409,0.092683,0.087516,0.056339,0.037338,0.0869875,0.043069
355,0.011669,0.206571,0.024455,0.0390905,0.023435,0.004951,0.014028,0.1128475,0.0547265,0.352302,0.043759,0.057669,0.112812,0.096183,0.049858,0.08816,0.105187,0.06629,0.085626,0.088848,0.06685,0.076073,0.083867,0.078923,0.063848,0.06512,0.091001,0.088114,0.096858,0.151126,0.113366,0.090948,0.086641,0.054928,0.035905,0.083604,0.0431265
356,0.014233,0.211185,0.028879,0.044791,0.031004,0.008444,0.02056,0.1093355,0.0549665,0.348776,0.043394,0.056842,0.111251,0.095448,0.051825,0.086932,0.104262,0.065093,0.085474,0.089214,0.067156,0.074207,0.082555,0.077026,0.064855,0.064133,0.089284,0.087158,0.096809,0.147666,0.111307,0.090352,0.086091,0.054195,0.036361,0.081446,0.042612
357,0.013452,0.212648,0.04587,0.0538305,0.032778,0.007344,0.018274,0.107802,0.0557975,0.346849,0.046182,0.055021,0.112338,0.09617,0.052401,0.087778,0.102881,0.068334,0.086769,0.092649,0.066702,0.073364,0.083025,0.077669,0.068586,0.064524,0.089208,0.089178,0.099465,0.147336,0.111915,0.090447,0.085208,0.055632,0.038513,0.081415,0.041968
358,0.007106,0.201022,0.032943,0.044456,0.024011,0.002858,0.007957,0.1062165,0.0553,0.345162,0.044308,0.057946,0.113455,0.098201,0.053229,0.088358,0.104213,0.067462,0.086795,0.092818,0.069566,0.073594,0.0822,0.080601,0.068827,0.064282,0.087971,0.090426,0.099877,0.1464,0.112929,0.09158,0.085905,0.055572,0.03946,0.0792735,0.042987
359,0.004793,0.19829,0.022611,0.038531,0.020536,0.004061,0.004167,0.104102,0.054629,0.343637,0.043213,0.059723,0.11356,0.099121,0.052965,0.088443,0.10514,0.064791,0.086582,0.092737,0.072111,0.073658,0.081282,0.08126,0.067369,0.063214,0.086894,0.08984,0.099302,0.144667,0.112611,0.092225,0.086792,0.055972,0.039164,0.0766365,0.043693
360,0.010545,0.213629,0.026567,0.0442225,0.028766,0.0151,0.013097,0.1012095,0.0540955,0.34224,0.044596,0.058532,0.112242,0.098124,0.051086,0.087917,0.104721,0.060733,0.086404,0.093279,0.073305,0.073171,0.080588,0.078071,0.064522,0.061138,0.08635,0.086891,0.097996,0.141938,0.110295,0.091896,0.087502,0.057479,0.037473,0.073874,0.043481
361,0.004788,0.211976,0.028628,0.040015,0.022806,0.00815,0.007446,0.1013805,0.056061,0.341592,0.04515,0.058408,0.110886,0.098308,0.052137,0.089594,0.104123,0.062165,0.087991,0.093182,0.073656,0.072289,0.079835,0.078399,0.064619,0.058836,0.085328,0.08918,0.100812,0.141962,0.110463,0.092363,0.089523,0.056408,0.038065,0.0756395,0.043847
362,0.004708,0.21132,0.032589,0.041426,0.021664,0.00689,0.006273,0.1002995,0.056498,0.340734,0.044085,0.058891,0.111207,0.098488,0.052814,0.090339,0.104122,0.062904,0.089462,0.093167,0.073758,0.072118,0.078569,0.078973,0.06483,0.058195,0.084369,0.091079,0.102418,0.141615,0.1113,0.092812,0.089552,0.057015,0.038491,0.074917,0.043902
363,0.009504,0.211386,0.036979,0.0468185,0.025132,0.010887,0.00899,0.098198,0.055611,0.339823,0.041934,0.059669,0.112705,0.098709,0.052964,0.090238,0.104625,0.062858,0.090655,0.093332,0.073907,0.072533,0.077064,0.079683,0.065136,0.058905,0.083498,0.092341,0.102753,0.140984,0.112504,0.093243,0.088164,0.058918,0.038735,0.072072,0.0437535
364,0.00587,0.20062,0.026873,0.0354695,0.024267,0.007034,0.002489,0.0978375,0.0554725,0.340624,0.042501,0.058631,0.111691,0.099932,0.052127,0.090461,0.105063,0.063085,0.090695,0.094412,0.076466,0.072681,0.077555,0.081257,0.066789,0.059051,0.082771,0.09264,0.102201,0.141863,0.112775,0.093997,0.09012,0.058488,0.039569,0.070965,0.0445065
365,0.013624,0.208053,0.030029,0.039973,0.03032,0.010491,0.010934,0.096662,0.055234,0.340264,0.043754,0.059026,0.112332,0.101271,0.051789,0.092032,0.106091,0.063082,0.090851,0.094498,0.078213,0.072375,0.077792,0.081363,0.065593,0.058899,0.082607,0.092598,0.102679,0.142729,0.113699,0.094729,0.091366,0.058241,0.039665,0.06968,0.0436765
366,0.021727,0.21953,0.036993,0.047932,0.035447,0.015503,0.020995,0.095518,0.0551755,0.339671,0.045096,0.059772,0.113854,0.102584,0.052011,0.094229,0.107343,0.062694,0.091496,0.094552,0.079422,0.071996,0.077904,0.0813,0.063738,0.058561,0.082782,0.09306,0.103703,0.143728,0.114938,0.095535,0.09205,0.058432,0.039401,0.0687905,0.042754
367,0.011299,0.213516,0.034072,0.040148,0.025316,0.013299,0.010755,0.0958205,0.0559215,0.34023,0.045662,0.059311,0.115691,0.10369,0.053349,0.096418,0.108439,0.061328,0.093701,0.096216,0.080225,0.072124,0.078022,0.08318,0.064396,0.058066,0.08318,0.095913,0.104919,0.14528,0.116224,0.096689,0.092032,0.059852,0.039132,0.069545,0.044188
368,0.008088,0.208712,0.032178,0.040997,0.024862,0.008984,0.010805,0.0958215,0.055357,0.341212,0.044213,0.060067,0.117677,0.105893,0.053266,0.09797,0.111025,0.061795,0.095928,0.097085,0.083448,0.071953,0.079087,0.085314,0.064821,0.057686,0.083242,0.098054,0.106343,0.146283,0.118085,0.099041,0.094226,0.060901,0.039691,0.069198,0.0444105
369,0.007576,0.203837,0.030915,0.04055,0.024317,0.007104,0.011848,0.095436,0.0547605,0.342322,0.043466,0.0614,0.119174,0.107886,0.053418,0.099991,0.113427,0.062526,0.098391,0.098269,0.08667,0.072596,0.079703,0.087249,0.065652,0.057749,0.083377,0.100283,0.108135,0.147901,0.120052,0.1014,0.096539,0.061954,0.040479,0.0681615,0.0438585
370,0.008362,0.198155,0.030267,0.033411,0.018753,0.010693,0.009567,0.094486,0.05473,0.343475,0.044956,0.063216,0.119749,0.10901,0.054683,0.103218,0.114834,0.062866,0.101326,0.100434,0.088789,0.074873,0.079059,0.088747,0.067349,0.058558,0.083807,0.103065,0.110529,0.150934,0.121979,0.103243,0.098047,0.063217,0.041299,0.066383,0.042477
371,0.011569,0.206933,0.030491,0.036275,0.018693,0.009284,0.00972,0.094696,0.054319,0.344654,0.045112,0.061808,0.121145,0.111082,0.055089,0.106314,0.117187,0.063159,0.102113,0.101295,0.090384,0.07381,0.07986,0.089038,0.066763,0.058421,0.083341,0.103979,0.111154,0.151783,0.124694,0.106041,0.098726,0.063998,0.040326,0.0663435,0.042073
372,0.012522,0.211915,0.029713,0.037789,0.020302,0.009484,0.011337,0.0951925,0.0543745,0.346051,0.04481,0.061115,0.122077,0.113301,0.055101,0.109073,0.118948,0.063053,0.103608,0.102494,0.09126,0.073432,0.079553,0.089963,0.066304,0.058169,0.083003,0.105974,0.112141,0.153276,0.126885,0.10808,0.099915,0.064412,0.039777,0.0667735,0.0422215
373,0.010985,0.211449,0.027839,0.036903,0.022582,0.01167,0.013916,0.095854,0.0549025,0.347645,0.044167,0.061436,0.12253,0.115521,0.054789,0.111442,0.120048,0.062526,0.106023,0.104133,0.091587,0.074019,0.078076,0.091655,0.066198,0.057865,0.082865,0.109204,0.113679,0.155649,0.128512,0.109277,0.101663,0.0645,0.039822,0.067484,0.0428095
374,0.009681,0.205621,0.025822,0.034219,0.013764,0.011234,0.010179,0.096152,0.054548,0.348426,0.043491,0.061188,0.124652,0.116244,0.054333,0.112214,0.121788,0.061519,0.108099,0.104956,0.094897,0.073279,0.078947,0.093336,0.066133,0.05695,0.082383,0.111187,0.115421,0.15823,0.13104,0.110859,0.102411,0.064591,0.039689,0.067487,0.0427815
375,0.011,0.204416,0.026186,0.0327635,0.012139,0.008916,0.007539,0.096825,0.0546115,0.350157,0.042886,0.063141,0.126775,0.118663,0.055192,0.116281,0.124887,0.062266,0.110558,0.107223,0.098516,0.073813,0.080014,0.09618,0.066881,0.057567,0.082679,0.113719,0.118251,0.161354,0.134593,0.113742,0.104829,0.066335,0.039695,0.06783,0.0425355
376,0.012685,0.20541,0.027002,0.0315525,0.014836,0.005489,0.006033,0.097833,0.054873,0.352529,0.042749,0.065683,0.128809,0.121922,0.056492,0.121764,0.128583,0.063648,0.113243,0.11001,0.101879,0.074827,0.080791,0.099427,0.067835,0.058565,0.083238,0.116649,0.121258,0.16472,0.138491,0.117282,0.107969,0.068636,0.039723,0.0683855,0.042191
377,0.009289,0.203937,0.023654,0.028091,0.017684,0.00187,0.00642,0.099341,0.054892,0.355246,0.044471,0.064976,0.130517,0.124407,0.056238,0.124768,0.131356,0.063156,0.115969,0.111286,0.103384,0.074556,0.079791,0.101415,0.067541,0.057148,0.082874,0.119934,0.122208,0.167786,0.141254,0.120324,0.10989,0.069013,0.039481,0.0689785,0.041984
378,0.005034,0.20282,0.024281,0.028388,0.01495,0.002289,0.00568,0.100065,0.054472,0.359044,0.0443,0.064766,0.133002,0.127344,0.05717,0.12942,0.134618,0.062,0.120032,0.113297,0.105381,0.074838,0.07994,0.104586,0.068108,0.057044,0.083136,0.123408,0.125151,0.171382,0.145813,0.123439,0.111999,0.07027,0.040034,0.06914,0.0418855
379,0.004766,0.203415,0.026457,0.0314835,0.014362,0.005624,0.006246,0.101143,0.054207,0.362896,0.043867,0.065007,0.135682,0.130611,0.05799,0.134069,0.138168,0.061226,0.124376,0.115677,0.10853,0.075333,0.080678,0.107974,0.068661,0.057489,0.08328,0.127291,0.128569,0.175466,0.15044,0.126906,0.114224,0.071539,0.040586,0.069662,0.042156
380,0.013222,0.207276,0.029121,0.0377895,0.021974,0.012223,0.010269,0.103559,0.0545865,0.366116,0.044242,0.065856,0.138265,0.134317,0.057732,0.137607,0.142045,0.06173,0.128435,0.118358,0.113843,0.075895,0.081858,0.111032,0.068574,0.058167,0.082724,0.131982,0.131629,0.180285,0.153997,0.13114,0.116602,0.072222,0.040572,0.071272,0.0431425
381,0.014908,0.204692,0.02742,0.033769,0.020887,0.011139,0.010077,0.1055175,0.054731,0.369296,0.044747,0.067013,0.141558,0.13896,0.058942,0.14464,0.148028,0.062484,0.131879,0.120928,0.118204,0.077712,0.083234,0.114814,0.068778,0.05852,0.084046,0.136387,0.135689,0.18601,0.160062,0.136232,0.120501,0.074987,0.041745,0.072185,0.0430445
382,0.014172,0.200779,0.024826,0.029542,0.018837,0.00812,0.009709,0.107305,0.054676,0.373465,0.045138,0.067415,0.144476,0.143198,0.059892,0.15135,0.153119,0.063078,0.136304,0.123568,0.121948,0.078592,0.083584,0.118573,0.069061,0.058333,0.084675,0.140974,0.139087,0.191601,0.165783,0.140825,0.124151,0.076555,0.042196,0.0731765,0.04257
383,0.011682,0.196408,0.02193,0.026741,0.017016,0.004115,0.009744,0.1089845,0.0544245,0.378821,0.045352,0.066882,0.146863,0.146837,0.060296,0.157149,0.156849,0.063439,0.142016,0.126317,0.125134,0.078164,0.082693,0.122216,0.069401,0.057567,0.084182,0.14586,0.141578,0.196921,0.17075,0.144734,0.127279,0.07639,0.041606,0.07438,0.041825
384,0.012505,0.196907,0.022146,0.0269315,0.014983,0.005441,0.006188,0.11249,0.054806,0.383627,0.043835,0.067948,0.151307,0.152306,0.060207,0.163942,0.162874,0.063556,0.14754,0.128761,0.129752,0.078935,0.08349,0.127197,0.070387,0.058411,0.084097,0.1523,0.147137,0.203672,0.178995,0.151748,0.130976,0.078622,0.042348,0.0758745,0.0419515
385,0.012316,0.192678,0.020394,0.0270625,0.013689,0.004074,0.005317,0.116079,0.055406,0.389088,0.04334,0.069059,0.15467,0.157267,0.060227,0.171072,0.168553,0.063493,0.152665,0.130969,0.13464,0.079655,0.083716,0.131205,0.07024,0.058209,0.084144,0.157961,0.151801,0.210536,0.186515,0.157999,0.133986,0.080104,0.041987,0.0780215,0.042425
386,0.012208,0.186833,0.01771,0.026759,0.012993,0.001925,0.006062,0.1197655,0.0559425,0.394976,0.043788,0.069867,0.157352,0.162137,0.060237,0.178681,0.174138,0.063154,0.157756,0.133138,0.139466,0.080174,0.08351,0.134574,0.069405,0.057323,0.084242,0.163287,0.155912,0.217627,0.193729,0.163902,0.13666,0.08112,0.040958,0.080671,0.0430335
387,0.016364,0.189368,0.017022,0.024179,0.012912,0.005376,0.005949,0.1237715,0.055224,0.400859,0.04565,0.0687,0.160447,0.168634,0.059734,0.187916,0.18069,0.061906,0.164376,0.136081,0.14292,0.079709,0.083063,0.138187,0.069092,0.056629,0.084106,0.169899,0.160468,0.225742,0.202224,0.170968,0.140202,0.08246,0.040448,0.0837005,0.0430335
388,0.022127,0.184797,0.01638,0.0223315,0.012273,0.005698,0.002636,0.128741,0.055366,0.407332,0.045879,0.06893,0.164501,0.175318,0.060449,0.198279,0.188426,0.061682,0.172238,0.139278,0.147734,0.080258,0.083825,0.143377,0.070097,0.056419,0.08376,0.178439,0.16589,0.235788,0.212492,0.178793,0.144642,0.084001,0.040216,0.0880405,0.043534
389,0.028221,0.177805,0.015614,0.0209115,0.010611,0.003785,0.000425,0.133946,0.055497,0.413865,0.045364,0.069843,0.169019,0.182443,0.061488,0.209197,0.196763,0.061942,0.180788,0.142524,0.153198,0.081154,0.084702,0.14918,0.071237,0.056391,0.083806,0.187626,0.17193,0.246754,0.223839,0.187491,0.14945,0.085686,0.040573,0.092608,0.043802
390,0.034001,0.170982,0.014474,0.01978,0.006921,0.000002,0.003555,0.138975,0.054744,0.420175,0.044563,0.071132,0.173932,0.190773,0.062171,0.220816,0.205761,0.062418,0.190177,0.145764,0.159169,0.081956,0.084699,0.15519,0.071452,0.05634,0.085059,0.196882,0.178909,0.258549,0.236594,0.197983,0.15448,0.087604,0.042164,0.096608,0.0429855
391,0.055634,0.166711,0.016373,0.022359,0.009582,0.004257,0.004468,0.1460305,0.055724,0.427199,0.045482,0.072475,0.179255,0.198951,0.062655,0.233472,0.215748,0.062742,0.199555,0.149356,0.164902,0.082926,0.085095,0.161196,0.072131,0.056706,0.084982,0.207553,0.185669,0.271783,0.25037,0.20887,0.159346,0.090063,0.042113,0.104046,0.0441575
392,0.078025,0.161649,0.016527,0.022245,0.010651,0.006413,0.003739,0.153583,0.0564145,0.434234,0.04598,0.07344,0.184007,0.207422,0.063422,0.246496,0.22604,0.062913,0.209168,0.152744,0.170083,0.083712,0.085473,0.167174,0.072283,0.057078,0.084833,0.218561,0.192385,0.285893,0.264913,0.219895,0.164402,0.092222,0.042146,0.11209,0.04514
393,0.098238,0.155064,0.013978,0.018156,0.008513,0.00318,0.001516,0.161337,0.0562955,0.441164,0.045493,0.073889,0.187928,0.21638,0.064619,0.259848,0.236567,0.062918,0.219167,0.155797,0.174621,0.084217,0.085733,0.173156,0.071617,0.057361,0.084913,0.229747,0.199143,0.300919,0.280333,0.231084,0.169787,0.09386,0.042698,0.1201385,0.045384
394,0.124848,0.148732,0.0146,0.0178955,0.008668,0.003776,0.002339,0.169028,0.055746,0.449057,0.046342,0.073461,0.192491,0.225453,0.064936,0.274411,0.245874,0.062314,0.229723,0.158568,0.177945,0.084685,0.085718,0.179225,0.072629,0.056629,0.085198,0.243077,0.206639,0.318362,0.297515,0.243026,0.174477,0.095348,0.042407,0.129673,0.045187
395,0.148324,0.140034,0.012891,0.0160055,0.006892,0.002647,0.001935,0.1782475,0.0559945,0.456679,0.045984,0.074044,0.197115,0.234474,0.064869,0.289215,0.256484,0.062048,0.240374,0.161032,0.182259,0.084875,0.085648,0.18529,0.073095,0.056295,0.085131,0.256228,0.214224,0.337002,0.315518,0.255548,0.179497,0.096986,0.042218,0.140485,0.045565
396,0.168605,0.13026,0.0099,0.013209,0.004324,0.000802,0.001012,0.1885475,0.0567945,0.464195,0.044823,0.075351,0.201656,0.24352,0.06464,0.304105,0.268076,0.062127,0.251147,0.163334,0.18721,0.084931,0.085623,0.191436,0.073158,0.056324,0.084847,0.26917,0.221893,0.35669,0.33436,0.268526,0.184715,0.098716,0.042199,0.1524005,0.0463765
397,0.185819,0.122481,0.008851,0.0117955,0.005155,0.002231,0.00246,0.198331,0.0569305,0.472832,0.045021,0.075977,0.20544,0.25338,0.065318,0.318878,0.279475,0.062721,0.262728,0.166281,0.190998,0.085643,0.086227,0.198446,0.073761,0.056563,0.085054,0.282394,0.230058,0.378258,0.35562,0.282049,0.189487,0.100267,0.042729,0.1658755,0.0469865
398,0.186931,0.113739,0.007691,0.010846,0.004281,0.002883,0.002275,0.209932,0.057159,0.48284,0.045532,0.076147,0.209619,0.262913,0.06558,0.333938,0.290642,0.062863,0.274225,0.168748,0.194292,0.08598,0.086289,0.204244,0.073799,0.056198,0.08504,0.296311,0.238183,0.400899,0.377361,0.295712,0.19368,0.101942,0.04277,0.1807975,0.04814
399,0.176218,0.103876,0.006793,0.009761,0.003142,0.002783,0.001471,0.22233,0.057326,0.493741,0.046063,0.076117,0.213679,0.27208,0.065772,0.348643,0.301452,0.062814,0.285338,0.170766,0.197276,0.086218,0.086098,0.209692,0.073744,0.055774,0.084834,0.310175,0.245917,0.424318,0.399251,0.309073,0.197594,0.103418,0.042593,0.196414,0.0491345
400,0.152422,0.091341,0.006466,0.0078615,0.00277,0.001705,0.00064,0.235048,0.0571885,0.505818,0.046241,0.076117,0.216995,0.280959,0.066335,0.36246,0.311937,0.062816,0.295852,0.172198,0.200134,0.08669,0.085901,0.215975,0.074191,0.055989,0.084358,0.323453,0.252845,0.449448,0.421754,0.321857,0.201627,0.104195,0.042437,0.2126785,0.0489495
401,0.120198,0.077003,0.005758,0.0069605,0.003006,0.001535,0.000658,0.249389,0.057502,0.519247,0.046597,0.076821,0.220012,0.289257,0.066527,0.375875,0.321972,0.062757,0.306577,0.173414,0.203838,0.087058,0.086397,0.221951,0.07443,0.056135,0.084747,0.336601,0.260622,0.476343,0.444995,0.334764,0.205462,0.105424,0.04272,0.231112,0.049803
402,0.091245,0.064628,0.004708,0.0058025,0.002852,0.001298,0.000718,0.2645575,0.0578385,0.533682,0.047061,0.077266,0.222633,0.29713,0.066457,0.388638,0.331549,0.062532,0.316751,0.174174,0.206653,0.087368,0.086465,0.227466,0.074356,0.055889,0.084901,0.34893,0.267865,0.503866,0.468181,0.346832,0.20882,0.106306,0.042846,0.2498,0.050621
403,0.066214,0.054149,0.003389,0.004223,0.002234,0.000844,0.000675,0.280721,0.058058,0.549473,0.047637,0.077073,0.224796,0.304706,0.066105,0.400788,0.340764,0.062061,0.326199,0.17431,0.20784,0.08763,0.085626,0.232485,0.073865,0.055054,0.084388,0.360278,0.274127,0.532324,0.491507,0.357799,0.211573,0.106506,0.042577,0.268464,0.051036
404,0.046385,0.046288,0.003055,0.0036075,0.001693,0.001072,0.000423,0.2990095,0.058402,0.568062,0.048392,0.077159,0.226494,0.311787,0.066606,0.412565,0.349063,0.062512,0.335531,0.175498,0.210579,0.08784,0.085407,0.237657,0.074192,0.0553,0.084435,0.371063,0.28011,0.561851,0.51466,0.368523,0.21461,0.107361,0.042607,0.2891235,0.051792
405,0.032328,0.04046,0.002776,0.003112,0.001426,0.001007,0.000419,0.3180555,0.0585125,0.58802,0.048752,0.076983,0.228323,0.31836,0.066713,0.422756,0.356489,0.062197,0.343683,0.175816,0.212458,0.087822,0.085378,0.242564,0.074576,0.055285,0.084228,0.380897,0.286154,0.591816,0.537032,0.378429,0.216939,0.108008,0.042558,0.3097865,0.0524115
406,0.022003,0.035912,0.002492,0.0026755,0.001309,0.000793,0.000542,0.337902,0.0584365,0.609208,0.048809,0.076618,0.230239,0.324404,0.06643,0.431496,0.363142,0.061264,0.350775,0.175303,0.213583,0.08765,0.085441,0.247204,0.074952,0.055002,0.0838,0.389729,0.292186,0.62206,0.558527,0.387499,0.218619,0.108493,0.042488,0.3303985,0.0529125
407,0.014623,0.032029,0.002028,0.0023,0.001089,0.00098,0.000455,0.3612945,0.0587815,0.632829,0.049735,0.077073,0.231504,0.329495,0.066353,0.440257,0.369731,0.061987,0.358268,0.175066,0.216258,0.088155,0.084916,0.251823,0.075165,0.055104,0.083887,0.396797,0.297388,0.652717,0.57864,0.395579,0.22051,0.109795,0.043273,0.352393,0.053758
408,0.009536,0.029364,0.00175,0.002073,0.000955,0.001013,0.000446,0.38584,0.0590485,0.657559,0.05013,0.07718,0.232331,0.334383,0.066315,0.447976,0.375299,0.061822,0.364932,0.174876,0.217563,0.088251,0.08457,0.256095,0.074762,0.054817,0.083809,0.403049,0.302353,0.682469,0.597351,0.40253,0.22182,0.109908,0.043166,0.374798,0.0542865
409,0.005929,0.027401,0.001536,0.001894,0.000859,0.000946,0.000441,0.41116,0.059064,0.682916,0.050318,0.077093,0.232942,0.338883,0.06631,0.454798,0.380105,0.06131,0.370966,0.17465,0.218203,0.088083,0.08431,0.260062,0.074272,0.054425,0.08349,0.408708,0.306999,0.711321,0.614679,0.408588,0.222843,0.109611,0.042764,0.397205,0.0545415
410,0.003399,0.025741,0.001252,0.001646,0.00076,0.00075,0.000353,0.4384075,0.0582945,0.709777,0.050781,0.076963,0.233625,0.342552,0.066352,0.46064,0.384295,0.06121,0.376562,0.174185,0.219061,0.087716,0.084007,0.263763,0.074637,0.054384,0.082581,0.414029,0.311146,0.740027,0.630447,0.413823,0.22398,0.11009,0.042982,0.419944,0.054406
411,0.001709,0.024224,0.001114,0.0014315,0.00061,0.000617,0.00022,0.4679915,0.058291,0.737615,0.050876,0.076882,0.234285,0.346224,0.066317,0.465836,0.388239,0.061337,0.381762,0.173711,0.219658,0.087782,0.083617,0.267983,0.074928,0.054504,0.082657,0.418079,0.315003,0.767916,0.644203,0.418684,0.225014,0.110043,0.042751,0.4438395,0.054733
412,0.000698,0.022968,0.000972,0.0012625,0.000498,0.000527,0.000121,0.498474,0.0586615,0.764998,0.051203,0.07679,0.234767,0.34944,0.066213,0.470424,0.39167,0.06139,0.386614,0.173165,0.220205,0.087922,0.08325,0.271992,0.074919,0.05456,0.08279,0.421382,0.318248,0.794146,0.656607,0.422736,0.225703,0.11007,0.042604,0.467706,0.055236
413,0.000334,0.021974,0.000764,0.00114,0.000456,0.00047,0.000083,0.530106,0.059322,0.79171,0.052135,0.076652,0.234956,0.351918,0.066021,0.474365,0.394394,0.061196,0.391161,0.172485,0.220803,0.087979,0.082956,0.275459,0.074413,0.054424,0.082532,0.424073,0.320628,0.818461,0.667912,0.425633,0.225846,0.110491,0.042826,0.491512,0.0558295
414,0.000219,0.021525,0.000813,0.001145,0.000556,0.000567,0.000216,0.563844,0.0593015,0.81857,0.052605,0.076929,0.235318,0.35436,0.066003,0.477933,0.397385,0.061317,0.394983,0.172184,0.22079,0.088153,0.082996,0.279091,0.074834,0.05447,0.082501,0.426212,0.322957,0.841161,0.676503,0.427943,0.226632,0.110815,0.043185,0.5165515,0.056074
415,0.000114,0.020975,0.000789,0.001044,0.000497,0.000582,0.000228,0.597598,0.0592645,0.844543,0.052912,0.07696,0.235642,0.356346,0.066022,0.480841,0.399749,0.061278,0.398654,0.171721,0.220203,0.088201,0.082772,0.282607,0.075096,0.054355,0.082342,0.427999,0.325141,0.862012,0.683941,0.430078,0.227288,0.110901,0.043248,0.541535,0.056295
416,0.000004,0.020314,0.000687,0.000854,0.000309,0.000519,0.00013,0.6312035,0.059288,0.869547,0.053098,0.076693,0.235887,0.357879,0.066058,0.483109,0.401456,0.061052,0.40224,0.171044,0.219124,0.088098,0.08225,0.286,0.075098,0.054074,0.082033,0.429503,0.327164,0.881082,0.690446,0.432068,0.227723,0.110771,0.042999,0.566372,0.0565385
417,0.000022,0.019875,0.000675,0.0008665,0.000428,0.000564,0.000189,0.665825,0.059389,0.892805,0.053168,0.076399,0.235698,0.3595,0.066044,0.48515,0.403384,0.061097,0.405411,0.170214,0.2187,0.087831,0.08193,0.2895,0.075139,0.054255,0.081853,0.431277,0.328611,0.897562,0.695456,0.433272,0.227781,0.111016,0.042923,0.591922,0.056962
418,0.000071,0.019456,0.000633,0.000834,0.00044,0.00059,0.000219,0.6994835,0.0593885,0.914452,0.053697,0.076316,0.235905,0.361147,0.06573,0.487015,0.405132,0.060967,0.408641,0.169555,0.218192,0.087682,0.081633,0.292547,0.075173,0.054128,0.081486,0.432243,0.330098,0.912651,0.699887,0.43431,0.227908,0.111206,0.042927,0.6166775,0.0570945
419,0.00011,0.0191,0.000571,0.0007745,0.000396,0.000592,0.000223,0.7320545,0.059353,0.934494,0.054381,0.076317,0.236256,0.362714,0.065353,0.488669,0.406719,0.060781,0.411816,0.168972,0.217537,0.087647,0.081339,0.295282,0.075172,0.053833,0.081092,0.432665,0.331651,0.926194,0.703649,0.435218,0.228041,0.111333,0.042965,0.640724,0.057117
420,0.000053,0.018876,0.000471,0.0006865,0.000345,0.000532,0.000186,0.76408,0.0594415,0.952711,0.054511,0.076106,0.23616,0.363919,0.065512,0.489931,0.40816,0.060824,0.414735,0.168231,0.216412,0.087799,0.080983,0.298002,0.075042,0.053629,0.081078,0.432892,0.333472,0.937231,0.706166,0.436045,0.228021,0.111334,0.042937,0.665036,0.0574635
421,0.000016,0.018704,0.00046,0.00063,0.000291,0.000488,0.000152,0.794677,0.059612,0.968716,0.054605,0.075953,0.236308,0.365539,0.065478,0.491145,0.409792,0.060794,0.417797,0.167579,0.215393,0.087924,0.080807,0.301108,0.075328,0.053619,0.081045,0.433407,0.335758,0.947091,0.70835,0.436913,0.228301,0.111226,0.042934,0.6881785,0.0578315
