Wavelength,400 nm,442 nm,500 nm,550 nm,600 nm,650 nm,700 nm,Large chequerboard (white),Large chequerboard (black),Printer paper (white),Printer paper (toner),dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5 (.05 D),neutral 8 (.23 D),neutral 6.5 (.44 D),neutral 5 (.70 D),neutral 3.5 (1.05 D),black 2 (1.5 D),Small chequerboard (white),Small chequerboard (black)
538,0.000002,0.002158,0.000425,0.226107,0.001187,0.000443,0.000134,0.9801495,0.0566655,0.90749,0.053037,0.097603,0.319217,0.245388,0.214572,0.286332,0.642038,0.196562,0.131078,0.117375,0.066598,0.66551,0.45884,0.06767,0.387635,0.06791,0.738973,0.113369,0.301232,1.045578,0.719714,0.445058,0.236214,0.111345,0.041863,0.830862,0.0568705
539,0.000011,0.002083,0.000394,0.308394,0.00117,0.000477,0.000168,0.980098,0.056673,0.906609,0.052916,0.097779,0.318901,0.24443,0.214311,0.285678,0.638394,0.198706,0.129727,0.117409,0.066462,0.666071,0.464772,0.067095,0.385325,0.067751,0.743918,0.113287,0.295307,1.045839,0.719703,0.445028,0.236242,0.111252,0.041803,0.830883,0.0568925
540,0.000003,0.002045,0.000377,0.414804,0.001158,0.000491,0.000171,0.980013,0.056648,0.905795,0.052938,0.098084,0.319005,0.243603,0.213828,0.284694,0.634593,0.200875,0.128482,0.117376,0.066272,0.666337,0.470118,0.066655,0.382944,0.067667,0.748465,0.113474,0.289546,1.046005,0.719739,0.445065,0.236304,0.111241,0.041835,0.8308635,0.056891
541,0.000002,0.002045,0.000371,0.5478625,0.001172,0.000504,0.000171,0.979932,0.0566345,0.905002,0.052988,0.098406,0.319402,0.242791,0.213159,0.283489,0.630737,0.203065,0.127277,0.117326,0.065949,0.666379,0.475019,0.066235,0.38043,0.067585,0.752717,0.11378,0.283828,1.046154,0.719753,0.445083,0.236358,0.111251,0.04187,0.8308495,0.0568925
542,0.000002,0.002105,0.000376,0.7317795,0.001236,0.000527,0.000182,0.979881,0.05667,0.904197,0.052996,0.098682,0.320142,0.241912,0.212239,0.282025,0.626829,0.205308,0.126067,0.117285,0.065373,0.666143,0.479428,0.065758,0.377653,0.067453,0.756657,0.114153,0.278019,1.046333,0.719685,0.445018,0.236373,0.111247,0.041845,0.8308775,0.0569175
543,0.000041,0.002232,0.000386,0.9052895,0.001306,0.000628,0.000219,0.97978,0.0565895,0.90343,0.053027,0.099057,0.321224,0.241023,0.211175,0.280112,0.622786,0.207698,0.124901,0.11719,0.064595,0.665604,0.48342,0.065309,0.374816,0.067272,0.760316,0.114852,0.272263,1.046318,0.719546,0.444875,0.236397,0.111163,0.041862,0.830798,0.0568495
544,0.000121,0.002419,0.000395,0.999936,0.001386,0.000764,0.000264,0.97968,0.0565365,0.902666,0.053018,0.099449,0.322525,0.240118,0.209979,0.277955,0.618646,0.210214,0.123781,0.117114,0.063726,0.664882,0.48717,0.064899,0.371911,0.067095,0.763772,0.115652,0.266605,1.046339,0.719391,0.444758,0.236409,0.111094,0.041862,0.830754,0.0568115
545,0.00023,0.002669,0.000404,0.999936,0.001477,0.00093,0.000316,0.979589,0.056534,0.9019,0.05296,0.099846,0.32403,0.239192,0.208646,0.275573,0.614406,0.212861,0.122706,0.117066,0.062781,0.663989,0.490704,0.064531,0.368928,0.06693,0.767035,0.116522,0.261046,1.046433,0.719231,0.444682,0.236407,0.111055,0.041835,0.8307685,0.056823
546,0.000476,0.002991,0.000453,0.999936,0.001602,0.001181,0.000392,0.9794805,0.0564815,0.901183,0.052988,0.10021,0.325673,0.238173,0.207116,0.27264,0.609939,0.215813,0.121611,0.116903,0.061714,0.662742,0.493998,0.064135,0.365663,0.06679,0.770037,0.117512,0.255394,1.046397,0.719112,0.44451,0.236393,0.111032,0.041816,0.8306205,0.05681
547,0.000748,0.003297,0.0005,0.999936,0.001726,0.001415,0.000476,0.979376,0.0564565,0.900508,0.053004,0.100682,0.327279,0.237123,0.205545,0.26955,0.605463,0.218981,0.120555,0.116776,0.060662,0.661395,0.497216,0.063747,0.362349,0.06669,0.772906,0.118484,0.249862,1.046376,0.718958,0.444405,0.236402,0.111001,0.041815,0.8304415,0.0567915
548,0.001019,0.003567,0.000541,0.999936,0.001846,0.001626,0.000556,0.9792915,0.05645,0.899868,0.053009,0.101228,0.328862,0.236032,0.203932,0.266276,0.600948,0.222363,0.119536,0.116663,0.059614,0.659948,0.500379,0.063363,0.358991,0.066615,0.775684,0.119442,0.244414,1.046381,0.718792,0.444344,0.236423,0.110961,0.041823,0.830247,0.056768
549,0.00116,0.003693,0.000555,0.999936,0.001946,0.001771,0.000589,0.979312,0.0564405,0.899276,0.052994,0.101772,0.330466,0.234818,0.202233,0.262553,0.596231,0.226136,0.118569,0.116492,0.058512,0.658306,0.50354,0.062968,0.355581,0.066521,0.778472,0.120397,0.238956,1.046482,0.71871,0.444265,0.23643,0.110906,0.041807,0.8301,0.0567365
550,0.001134,0.003683,0.000553,0.975832,0.002022,0.001805,0.000591,0.979334,0.056418,0.898737,0.052965,0.102352,0.331826,0.233508,0.20043,0.258643,0.591417,0.23026,0.117583,0.116372,0.057409,0.656545,0.506735,0.062618,0.352106,0.06647,0.781216,0.121275,0.23358,1.046683,0.718663,0.444256,0.236465,0.110852,0.041785,0.82984,0.056725
551,0.00102,0.003579,0.000538,0.914791,0.002082,0.00177,0.000574,0.97934,0.056399,0.898222,0.052963,0.102992,0.332987,0.232144,0.198582,0.254589,0.586561,0.234664,0.116607,0.116263,0.056372,0.654699,0.509953,0.062288,0.348607,0.066444,0.783864,0.122041,0.228315,1.046894,0.718629,0.44426,0.236514,0.110803,0.041765,0.829512,0.0567305
552,0.000852,0.003374,0.000509,0.7840995,0.002123,0.001679,0.000543,0.9793055,0.056403,0.897711,0.053047,0.103754,0.333899,0.230728,0.196704,0.250324,0.581649,0.239464,0.115669,0.116131,0.055494,0.652743,0.513226,0.061963,0.345072,0.066434,0.786345,0.122613,0.223189,1.047032,0.718589,0.444225,0.236571,0.110769,0.041761,0.829126,0.0567595
553,0.000688,0.003097,0.000467,0.6223375,0.002162,0.001524,0.000504,0.9793035,0.0563595,0.897283,0.053047,0.104581,0.33449,0.229137,0.194832,0.245899,0.576575,0.244844,0.114785,0.116126,0.054695,0.650669,0.516747,0.061655,0.341441,0.066476,0.788945,0.123018,0.218089,1.047272,0.718581,0.444255,0.236655,0.110792,0.041801,0.828601,0.0567105
554,0.000532,0.002821,0.000428,0.4346165,0.002206,0.001363,0.000462,0.9793135,0.0563245,0.896864,0.05304,0.105418,0.334777,0.227433,0.192912,0.241352,0.571319,0.250571,0.11391,0.116097,0.053891,0.64847,0.520351,0.061315,0.337783,0.066541,0.791484,0.123251,0.21306,1.047465,0.718558,0.444275,0.236756,0.110799,0.041818,0.8280485,0.05667
555,0.000384,0.002564,0.000396,0.2180945,0.002259,0.00121,0.000415,0.9793315,0.0563115,0.896437,0.053046,0.106255,0.334723,0.225611,0.190921,0.236665,0.565841,0.256645,0.113031,0.116001,0.053058,0.646121,0.524015,0.060928,0.334106,0.066623,0.793911,0.123286,0.208114,1.047565,0.718504,0.444261,0.236875,0.110767,0.04179,0.827492,0.05666
556,0.00026,0.002374,0.000365,0.1152565,0.002339,0.001069,0.000385,0.9792375,0.0563085,0.896055,0.053026,0.107241,0.334312,0.223649,0.188878,0.231872,0.560148,0.263453,0.112145,0.115846,0.052442,0.643676,0.527927,0.060646,0.330374,0.0668,0.796339,0.123195,0.203321,1.047731,0.718438,0.444239,0.236959,0.110749,0.041778,0.826766,0.0566515
557,0.000148,0.002196,0.000343,0.0506225,0.002416,0.000945,0.000338,0.979154,0.056331,0.895662,0.053049,0.1083,0.333653,0.221651,0.186805,0.227077,0.554383,0.270691,0.111275,0.115722,0.051904,0.641097,0.531958,0.060339,0.32663,0.066987,0.798693,0.122962,0.198609,1.047874,0.718397,0.444179,0.23704,0.110719,0.04176,0.825986,0.0566675
558,0.000057,0.00203,0.000329,0.0194335,0.002494,0.000837,0.00028,0.979079,0.056361,0.895266,0.053094,0.109422,0.33277,0.219613,0.184716,0.222285,0.548531,0.278361,0.110414,0.115624,0.051431,0.638395,0.536122,0.060014,0.322862,0.067187,0.800978,0.122607,0.193982,1.047977,0.718371,0.444096,0.237119,0.110679,0.041739,0.8251555,0.056691
559,0.000056,0.001891,0.000312,0.0114735,0.002606,0.000767,0.000243,0.978992,0.0562745,0.894944,0.053017,0.110573,0.331716,0.217475,0.182688,0.21753,0.542427,0.286729,0.109528,0.115517,0.050982,0.635576,0.540575,0.059724,0.318955,0.067449,0.803212,0.122183,0.189515,1.047919,0.718294,0.444082,0.2372,0.110643,0.041733,0.8242585,0.056625
560,0.000071,0.0018,0.000308,0.007508,0.002739,0.000739,0.000226,0.9788535,0.056222,0.894614,0.052988,0.111809,0.330714,0.21537,0.180648,0.212794,0.536316,0.295607,0.108714,0.115466,0.050588,0.632663,0.545146,0.059456,0.315114,0.067777,0.805365,0.121768,0.185217,1.047886,0.71814,0.444029,0.237266,0.110606,0.041714,0.823356,0.0565615
561,0.000083,0.001724,0.000305,0.0056915,0.002879,0.000721,0.000213,0.9787045,0.0561985,0.89431,0.052998,0.113118,0.329767,0.213298,0.178619,0.208121,0.530209,0.304936,0.107946,0.115438,0.050266,0.629677,0.549867,0.059214,0.311282,0.068167,0.80749,0.121396,0.18106,1.047854,0.717948,0.443954,0.237341,0.110584,0.041696,0.8224895,0.0565255
562,0.000066,0.001627,0.00028,0.0047215,0.003013,0.000671,0.000188,0.978598,0.056214,0.894092,0.053062,0.114534,0.328909,0.21127,0.176633,0.203577,0.524082,0.314996,0.107218,0.115398,0.050089,0.626574,0.554922,0.059021,0.307362,0.068662,0.809664,0.121143,0.177075,1.047785,0.717746,0.443873,0.237469,0.110614,0.041696,0.8217365,0.0565705
563,0.000072,0.001553,0.000291,0.0041225,0.003199,0.000655,0.000199,0.978607,0.0561975,0.893792,0.053074,0.116057,0.328372,0.209371,0.174725,0.199278,0.518021,0.32575,0.106549,0.115563,0.049961,0.623459,0.560276,0.058817,0.303427,0.069278,0.811813,0.121001,0.17327,1.04779,0.717627,0.44386,0.237611,0.110566,0.041721,0.8211205,0.0565355
564,0.000081,0.001472,0.000296,0.00366,0.003392,0.00064,0.000204,0.978611,0.0561715,0.89349,0.053063,0.117635,0.328114,0.207545,0.172863,0.195162,0.512043,0.336889,0.105898,0.115816,0.049879,0.620305,0.565781,0.05863,0.299498,0.069955,0.813961,0.121022,0.169647,1.047857,0.717562,0.443854,0.237761,0.11051,0.041729,0.820617,0.0565065
565,0.000083,0.001369,0.00028,0.0032775,0.003577,0.000609,0.000187,0.9785635,0.0561445,0.893215,0.053037,0.11927,0.328188,0.205783,0.171043,0.191232,0.506155,0.348425,0.105253,0.116135,0.049852,0.617086,0.571435,0.058474,0.295575,0.070688,0.816122,0.121262,0.166236,1.047993,0.717553,0.443836,0.237921,0.110474,0.041704,0.820244,0.056517
566,0.000094,0.0013,0.00027,0.003003,0.0038,0.000602,0.000188,0.978669,0.056108,0.892913,0.053069,0.121052,0.328896,0.204198,0.169324,0.187569,0.500179,0.360716,0.104697,0.116747,0.049788,0.613693,0.577485,0.058344,0.291626,0.071573,0.818327,0.121825,0.162964,1.048059,0.717513,0.443841,0.238087,0.110476,0.041704,0.8200925,0.056495
567,0.000096,0.001236,0.000262,0.002761,0.004049,0.000592,0.000181,0.9787745,0.056095,0.892667,0.053098,0.122862,0.330029,0.202692,0.167667,0.184109,0.494293,0.373295,0.104152,0.117538,0.049788,0.610328,0.583696,0.058242,0.287665,0.072496,0.820547,0.122645,0.159835,1.048228,0.717518,0.443881,0.238255,0.110464,0.041682,0.820065,0.056492
568,0.000097,0.001178,0.000259,0.0025495,0.004327,0.000582,0.000168,0.9788765,0.056104,0.892471,0.053118,0.124704,0.331603,0.201265,0.166073,0.180856,0.488502,0.386148,0.103619,0.118521,0.04986,0.606986,0.590055,0.058164,0.28369,0.073459,0.822776,0.123726,0.156849,1.048489,0.717566,0.443957,0.238425,0.110441,0.04164,0.8201615,0.056509
569,0.000201,0.00116,0.000285,0.0024235,0.004661,0.000624,0.000192,0.979051,0.056117,0.892203,0.053079,0.12674,0.334144,0.200046,0.16463,0.178013,0.482799,0.399546,0.10321,0.120047,0.050021,0.603469,0.596614,0.05808,0.279651,0.074593,0.824923,0.125296,0.15411,1.048628,0.717578,0.444074,0.238602,0.110474,0.041623,0.8205185,0.0565375
570,0.000368,0.001165,0.000287,0.0023045,0.005014,0.000671,0.000205,0.979207,0.0560855,0.89194,0.053108,0.128786,0.337185,0.198906,0.163234,0.175413,0.477095,0.413099,0.102819,0.121901,0.050169,0.599893,0.603252,0.057978,0.275574,0.075785,0.827019,0.127259,0.151453,1.048746,0.71756,0.444108,0.238766,0.110475,0.041641,0.820938,0.056527
571,0.000604,0.001206,0.000291,0.002202,0.005409,0.000735,0.000225,0.97936,0.0560435,0.891688,0.053154,0.130857,0.340731,0.197828,0.161894,0.173049,0.471421,0.426766,0.102451,0.124081,0.050325,0.596243,0.609973,0.057893,0.271469,0.07704,0.829073,0.129556,0.148887,1.048878,0.717545,0.444107,0.238922,0.110459,0.041669,0.821424,0.0565
572,0.000964,0.001333,0.00035,0.0021445,0.005915,0.00085,0.000294,0.979539,0.0560565,0.891462,0.053118,0.133004,0.345115,0.196821,0.16066,0.171065,0.465861,0.440526,0.102129,0.126795,0.050532,0.592442,0.616835,0.057913,0.267333,0.078411,0.831072,0.132284,0.146498,1.049105,0.717605,0.444145,0.23908,0.11045,0.041664,0.8220245,0.0564915
573,0.001237,0.001454,0.000377,0.0020865,0.006482,0.000955,0.000327,0.979622,0.0560725,0.891256,0.053166,0.135158,0.350295,0.195949,0.159424,0.169357,0.460367,0.454385,0.101789,0.1302,0.050789,0.58851,0.62368,0.057868,0.263146,0.079859,0.833015,0.135578,0.144173,1.049335,0.71758,0.44413,0.239222,0.110398,0.041645,0.822698,0.0565005
574,0.001408,0.001565,0.000399,0.0020375,0.007116,0.001058,0.000352,0.979684,0.056065,0.891062,0.05321,0.137357,0.356047,0.195128,0.158246,0.167947,0.454903,0.468199,0.101469,0.134131,0.051087,0.584466,0.630509,0.057813,0.258888,0.081402,0.834885,0.139307,0.14194,1.049451,0.717485,0.444057,0.239336,0.110356,0.041637,0.823432,0.056481
575,0.001436,0.00166,0.000432,0.0020055,0.007844,0.001163,0.000381,0.9797615,0.0560095,0.890881,0.0532,0.139639,0.362454,0.194331,0.157179,0.166958,0.449455,0.481877,0.101198,0.138691,0.051433,0.580281,0.63732,0.057776,0.254514,0.083087,0.836648,0.143557,0.13985,1.049341,0.717299,0.443905,0.239406,0.110357,0.041657,0.824243,0.056397
576,0.001299,0.001739,0.00045,0.00196,0.008795,0.001246,0.000393,0.9798295,0.0559795,0.890753,0.053161,0.141822,0.369753,0.193693,0.156188,0.166313,0.444095,0.495228,0.100926,0.14436,0.051752,0.575983,0.643998,0.057744,0.250208,0.084908,0.838284,0.148493,0.137869,1.049239,0.717123,0.443799,0.239478,0.110331,0.041622,0.825045,0.056356
577,0.00111,0.001787,0.000472,0.001908,0.009931,0.001294,0.000401,0.979859,0.0559655,0.890625,0.053153,0.144025,0.377577,0.193121,0.155213,0.165951,0.438791,0.508455,0.100714,0.150734,0.052126,0.571571,0.650669,0.05773,0.245844,0.086938,0.839863,0.153887,0.135992,1.049128,0.716932,0.443703,0.239548,0.110297,0.041629,0.8258775,0.056315
578,0.000883,0.0018,0.0005,0.0018485,0.011281,0.001304,0.000406,0.9798515,0.055966,0.89049,0.053183,0.146261,0.385934,0.192608,0.154245,0.165889,0.433541,0.521571,0.100563,0.157843,0.052567,0.567038,0.657347,0.057733,0.241401,0.089198,0.841393,0.159763,0.134221,1.049008,0.71672,0.443611,0.239617,0.110253,0.041682,0.826749,0.0562705
579,0.000663,0.001726,0.000507,0.0017775,0.013366,0.001276,0.000405,0.9799835,0.0559585,0.890343,0.053229,0.148462,0.395055,0.192211,0.153256,0.166314,0.428376,0.534283,0.100328,0.166252,0.053017,0.562468,0.663851,0.0577,0.236911,0.091653,0.842884,0.166464,0.132487,1.048977,0.716484,0.44346,0.239675,0.11014,0.041619,0.827709,0.056241
580,0.000471,0.001626,0.00052,0.0016985,0.016685,0.001223,0.000399,0.9801785,0.0559405,0.890212,0.053233,0.150648,0.40466,0.191914,0.152387,0.167045,0.423342,0.546636,0.100191,0.175542,0.053527,0.557793,0.670265,0.057709,0.232443,0.094426,0.8444,0.173761,0.130896,1.04896,0.71637,0.443373,0.239706,0.110107,0.041612,0.8287545,0.0562155
581,0.000316,0.001508,0.000531,0.001617,0.02169,0.001157,0.000388,0.980406,0.055918,0.890109,0.053213,0.152809,0.41467,0.191692,0.151589,0.168039,0.418397,0.558665,0.100117,0.185636,0.054075,0.553038,0.67659,0.057732,0.22799,0.097478,0.845924,0.181586,0.129406,1.048974,0.716321,0.443315,0.239723,0.11011,0.041632,0.8298655,0.056201
582,0.000254,0.001388,0.000516,0.0015455,0.031087,0.001103,0.000374,0.980593,0.0558995,0.890089,0.053201,0.154881,0.425083,0.191532,0.150762,0.169349,0.413499,0.570176,0.100041,0.196841,0.05463,0.548242,0.682734,0.057692,0.223568,0.100883,0.847401,0.190081,0.127966,1.049093,0.716196,0.443194,0.239758,0.110045,0.041607,0.8310155,0.056225
583,0.000212,0.001275,0.000481,0.001468,0.049638,0.001024,0.000332,0.9808675,0.055917,0.890023,0.053256,0.156912,0.435819,0.191505,0.14998,0.170958,0.408722,0.581126,0.100008,0.208973,0.055302,0.543389,0.688663,0.057707,0.21913,0.104781,0.848842,0.199211,0.126649,1.049288,0.716162,0.443166,0.239799,0.110019,0.041624,0.8322375,0.056292
584,0.000179,0.001168,0.000449,0.001389,0.078226,0.000943,0.000288,0.9811555,0.055925,0.889985,0.053308,0.158922,0.446797,0.191549,0.149218,0.172802,0.403988,0.591753,0.099985,0.221889,0.05603,0.538467,0.694471,0.057731,0.214675,0.109073,0.850268,0.208879,0.1254,1.049519,0.716156,0.443155,0.239827,0.110004,0.041646,0.8334685,0.0563405
585,0.000149,0.001068,0.000438,0.001313,0.122732,0.000873,0.000261,0.9814035,0.0558825,0.890052,0.053299,0.160897,0.457988,0.191652,0.148471,0.174935,0.3993,0.601996,0.099954,0.235781,0.056787,0.533471,0.700125,0.057729,0.210227,0.113847,0.851677,0.219211,0.124214,1.049767,0.716139,0.443106,0.23982,0.10998,0.041642,0.834649,0.0563105
586,0.000123,0.000979,0.000403,0.001243,0.190987,0.000816,0.000232,0.9817675,0.0558605,0.890068,0.053281,0.16274,0.469141,0.191717,0.147666,0.177174,0.394547,0.611433,0.099933,0.250522,0.057505,0.528253,0.705436,0.057703,0.205744,0.119195,0.852958,0.230065,0.123052,1.049945,0.716072,0.443011,0.239772,0.109886,0.041632,0.8359675,0.0563555
587,0.000093,0.000903,0.000364,0.001174,0.269914,0.000768,0.000208,0.982106,0.055859,0.890157,0.053276,0.164503,0.480298,0.191822,0.146871,0.179556,0.389787,0.620436,0.099946,0.265852,0.058289,0.522987,0.710615,0.057687,0.201324,0.125007,0.854219,0.241382,0.12191,1.050132,0.716027,0.442921,0.239732,0.109828,0.041627,0.8372225,0.0563885
588,0.000055,0.000841,0.000325,0.0011055,0.357917,0.000731,0.000191,0.9823865,0.0558805,0.890349,0.05329,0.166188,0.491473,0.19199,0.146102,0.182107,0.385026,0.629036,0.100002,0.281794,0.059165,0.517698,0.71569,0.057688,0.196989,0.131315,0.85548,0.253207,0.12079,1.050344,0.716021,0.442847,0.239708,0.109832,0.041631,0.838367,0.056393
589,0.00004,0.000818,0.000321,0.001052,0.442286,0.000701,0.000185,0.982642,0.055806,0.89045,0.053328,0.16778,0.502228,0.192053,0.145317,0.184786,0.380184,0.636729,0.100067,0.298355,0.060057,0.512257,0.720286,0.057696,0.192648,0.138535,0.856545,0.265547,0.11977,1.050507,0.715951,0.442715,0.239631,0.109754,0.0416,0.8394255,0.05645
590,0.000009,0.000788,0.000323,0.001005,0.514936,0.000672,0.00018,0.982844,0.055772,0.890637,0.053394,0.169308,0.512762,0.192134,0.144527,0.187575,0.375319,0.643976,0.100137,0.315341,0.061005,0.506766,0.724702,0.057706,0.188368,0.146313,0.857522,0.27825,0.118732,1.050606,0.715856,0.442566,0.239544,0.109689,0.041604,0.8404175,0.056493
591,0.000002,0.000754,0.000328,0.000968,0.577538,0.000649,0.000175,0.9829955,0.055774,0.890904,0.053468,0.17076,0.523067,0.192212,0.143722,0.190472,0.370409,0.650768,0.100211,0.332709,0.062,0.501216,0.728928,0.05771,0.18414,0.154651,0.858411,0.291297,0.117678,1.05065,0.715734,0.442401,0.239443,0.109628,0.041632,0.8413395,0.0565275
592,0.000002,0.000729,0.000329,0.00096,0.634793,0.000667,0.000175,0.9830785,0.0557995,0.891245,0.053437,0.172019,0.532869,0.192187,0.142862,0.193481,0.365407,0.656777,0.100276,0.350157,0.063,0.495602,0.73278,0.057669,0.180001,0.163661,0.859158,0.304559,0.116636,1.050661,0.715575,0.442226,0.239295,0.109519,0.041645,0.842131,0.056582
593,0.000002,0.000721,0.000342,0.0009565,0.687402,0.000676,0.000174,0.9832075,0.0557945,0.891586,0.053396,0.173175,0.542211,0.192132,0.141995,0.196674,0.360343,0.662271,0.100321,0.367717,0.064114,0.489961,0.736395,0.057634,0.175993,0.173351,0.859806,0.318086,0.115636,1.050636,0.715379,0.441999,0.239179,0.10941,0.041639,0.8428625,0.056594
594,0.000002,0.000723,0.000351,0.000954,0.730628,0.000687,0.00017,0.9833165,0.0557645,0.891955,0.053396,0.174249,0.551244,0.192013,0.141107,0.200042,0.355212,0.667361,0.100378,0.385358,0.065339,0.484311,0.73983,0.057608,0.172073,0.183627,0.860372,0.331843,0.11465,1.050565,0.715145,0.44174,0.239035,0.109309,0.041626,0.8435235,0.056571
595,0.000002,0.000735,0.000331,0.00095,0.745805,0.000717,0.00016,0.983317,0.055703,0.892394,0.053515,0.175211,0.55988,0.191761,0.140182,0.203634,0.350031,0.671904,0.100492,0.402887,0.066716,0.478737,0.743017,0.057594,0.168281,0.194588,0.860825,0.34576,0.113661,1.050412,0.714854,0.441459,0.23878,0.109233,0.041615,0.844055,0.056504
596,0.000002,0.000731,0.000334,0.0009515,0.726109,0.000767,0.000155,0.983416,0.05564,0.892815,0.053527,0.176088,0.567912,0.191473,0.139309,0.207573,0.344842,0.675973,0.100509,0.42012,0.068227,0.473357,0.745987,0.057539,0.164574,0.206176,0.861294,0.359622,0.112701,1.050378,0.714625,0.441214,0.238523,0.109136,0.041581,0.8445295,0.0564345
597,0.000002,0.000721,0.000329,0.0009485,0.684101,0.000814,0.000162,0.9835555,0.0555685,0.893292,0.053517,0.176878,0.575678,0.191113,0.138417,0.211768,0.339616,0.679748,0.100526,0.43726,0.069862,0.468047,0.748861,0.057481,0.161017,0.218292,0.861755,0.373624,0.111744,1.050336,0.714445,0.441006,0.238308,0.109036,0.041572,0.8450205,0.056389
598,0.000002,0.000708,0.000303,0.000935,0.617072,0.000848,0.000185,0.983726,0.055485,0.893858,0.053507,0.177556,0.583186,0.190653,0.137483,0.216231,0.334358,0.683203,0.100575,0.454283,0.071639,0.462805,0.75164,0.057429,0.157676,0.230978,0.862199,0.387799,0.110787,1.050249,0.714325,0.440843,0.238159,0.108936,0.041607,0.84555,0.056379
599,0.000002,0.000735,0.000301,0.0009585,0.532045,0.000922,0.000204,0.9838345,0.055469,0.894578,0.053494,0.178207,0.590094,0.190121,0.136583,0.221161,0.329259,0.686235,0.10061,0.47065,0.073689,0.457739,0.75421,0.057375,0.154452,0.244426,0.862662,0.401871,0.109915,1.050406,0.714126,0.440603,0.237964,0.108783,0.041554,0.84592,0.056408
600,0.000002,0.000748,0.00029,0.000954,0.443478,0.000972,0.000207,0.9839055,0.0554065,0.895253,0.053572,0.178868,0.596715,0.189591,0.135716,0.226417,0.324204,0.689009,0.100649,0.486649,0.075977,0.452926,0.75668,0.057363,0.151401,0.258203,0.863094,0.415848,0.109078,1.05055,0.714013,0.440427,0.237805,0.108688,0.041565,0.8462305,0.0563925
601,0.000002,0.000745,0.00027,0.0009245,0.353862,0.000999,0.000197,0.9839575,0.0553135,0.895913,0.053705,0.179516,0.60305,0.189052,0.134879,0.231969,0.319199,0.691536,0.100696,0.502262,0.078486,0.448351,0.759052,0.057379,0.148515,0.272293,0.863492,0.42972,0.108276,1.050687,0.713977,0.440301,0.237671,0.108642,0.041619,0.8464965,0.056346
602,0.000002,0.000729,0.000253,0.0009175,0.275696,0.001042,0.00021,0.984105,0.0553155,0.896808,0.05363,0.179991,0.608941,0.188394,0.134076,0.237856,0.314263,0.693755,0.100785,0.517246,0.081239,0.443943,0.761275,0.057322,0.145767,0.287008,0.863824,0.443496,0.107541,1.050918,0.713956,0.44011,0.237467,0.10856,0.041543,0.846776,0.056356
603,0.000002,0.000717,0.000237,0.0009135,0.208046,0.001101,0.000197,0.984236,0.055317,0.897748,0.053627,0.180421,0.614529,0.18775,0.133364,0.244061,0.309445,0.695728,0.100838,0.531604,0.084179,0.439723,0.763363,0.057323,0.143298,0.302052,0.864152,0.457068,0.106862,1.051108,0.713938,0.439906,0.237284,0.108485,0.041538,0.8470615,0.056387
604,0.000002,0.000709,0.000217,0.0009045,0.149271,0.00117,0.000174,0.984358,0.0553345,0.898731,0.053674,0.180828,0.619862,0.187096,0.132696,0.250474,0.304729,0.697506,0.100889,0.545439,0.087312,0.435673,0.76535,0.057348,0.140984,0.317354,0.864472,0.470433,0.106214,1.051277,0.713907,0.439711,0.237114,0.108411,0.041565,0.847334,0.056434
605,0.000002,0.000712,0.000185,0.0008715,0.104144,0.001246,0.00016,0.9844775,0.055406,0.899792,0.053767,0.181241,0.624863,0.186385,0.132026,0.257089,0.300147,0.699041,0.100991,0.558613,0.090794,0.431867,0.767226,0.057359,0.138723,0.333045,0.864774,0.483503,0.105577,1.051449,0.713825,0.439564,0.236949,0.108333,0.041586,0.847558,0.0565015
606,0.000002,0.000725,0.000181,0.0008665,0.072953,0.00133,0.000166,0.984653,0.0554375,0.900914,0.053842,0.181623,0.629495,0.18565,0.131357,0.263875,0.295689,0.700409,0.101058,0.571011,0.094463,0.428227,0.768845,0.057356,0.136602,0.348982,0.86488,0.496186,0.105041,1.051521,0.713659,0.439332,0.236755,0.108262,0.041581,0.8477205,0.056536
607,0.000002,0.000733,0.000183,0.0008615,0.050344,0.00142,0.000179,0.9848235,0.055466,0.902058,0.053885,0.181976,0.633908,0.184903,0.130724,0.270681,0.291355,0.701596,0.10111,0.582776,0.098223,0.424727,0.770373,0.057336,0.134597,0.365034,0.864971,0.50851,0.10454,1.051551,0.713477,0.439085,0.236535,0.108165,0.041572,0.847835,0.0565805
608,0.000002,0.000724,0.000182,0.0008435,0.03706,0.001516,0.000194,0.984963,0.0555085,0.903215,0.05388,0.182291,0.638112,0.184145,0.130154,0.277458,0.287171,0.702544,0.101149,0.593811,0.102065,0.42139,0.771858,0.057293,0.132728,0.381198,0.865116,0.520406,0.104057,1.051553,0.7133,0.43885,0.236281,0.108021,0.041567,0.8478935,0.0566555
609,0.000002,0.000726,0.000192,0.0008435,0.031295,0.001643,0.000205,0.9851935,0.055568,0.904477,0.053927,0.182537,0.64194,0.183322,0.129683,0.284074,0.28313,0.703219,0.101174,0.603948,0.106032,0.418326,0.773133,0.057301,0.131043,0.39754,0.865025,0.531691,0.103576,1.05154,0.713117,0.438586,0.236015,0.107967,0.041565,0.848018,0.0567055
